id,formula,formula_latex,family,subfamily,tc_max,tc_max_conditions,tc_ambient,discovery_year,total_papers,status,pairing_symmetry,structure_phase,ambient_sc,is_topological,is_unconventional,is_2d_or_interface,has_competing_order
mat:ax(c2h8n2)yfe2-zse2(a=na),Ax(C2H8N2)yFe2-zSe2(A=Na),,iron_based,,45,arXiv:1408.0346,45,2014,1,active_research,,,true,,true,true,false
mat:eu1.5ce0.5rusr2cu2o10,Eu1.5Ce0.5RuSr2Cu2O10-δ,,cuprate,,45,"ambient, powder, thermal conductivity, arXiv:cond-mat/0301207",45,2003,1,active_research,,2122,true,,,,true
mat:lix(c2h8n2)yfe2se2,Lix(C2H8N2)yFe2-zSe2,,iron_based,,45,arXiv:1311.0141,45,2013,1,active_research,,,true,,,true,false
mat:tb0.9th0.1feaso,Tb0.9Th0.1FeAsO,,iron_based,,45,"polycrystal, resistivity, arXiv:0806.1675",45,2008,1,active_research,,1111,true,,true,,true
mat:t-ptbi2,t-PtBi2,,,,45,"ambient, STM, arXiv:2509.02178, confirmed by 2 papers",45,2025,2,active_research,,,true,true,true,true,false
mat:b2cn,B2CN,,,,44.79999923706055,arXiv:2509.03081,44.79999923706055,2025,1,active_research,,,true,,,,false
mat:li0.36(nh3)yfe2se2,Li0.36(NH3)yFe2Se2,,hydride,,44.560001373291016,"single_crystal, resistivity, arXiv:1705.03301",,2017,1,active_research,,,,,,true,false
mat:(emim)xfese,(EMIM)xFeSe,,iron_based,,44.400001525878906,"single_crystal, resistivity, arXiv:2107.06017",44.400001525878906,2021,1,active_research,,,true,,true,,false
mat:k0.8fe2se2,K0.8Fe2Se2,,iron_based,,44,"single_crystal, resistivity, arXiv:1101.0789, confirmed by 2 papers",44,2010,7,active_research,,,true,,true,,true
mat:prfeaso1,PrFeAsO1-y,,iron_based,,44,"single_crystal, susceptibility, arXiv:0810.5623, confirmed by 4 papers",35,2008,4,active_research,,,true,,true,true,true
mat:ce[o0.88f0.12]feas,Ce[O0.88F0.12]FeAs,,iron_based,,44,"ambient, polycrystal, resistivity, arXiv:0805.4372",44,2008,1,active_research,,,true,,true,,false
mat:li0.5fe2se2(nh3)0.6,Li0.5Fe2Se2(NH3)0.6,,hydride,,44,"ambient, polycrystal, susceptibility, arXiv:1205.5731",44,2012,1,active_research,,,true,,,,false
mat:ndfeaso0.86,NdFeAsO0.86,,iron_based,,44,"polycrystal, susceptibility, arXiv:0806.3821",44,2008,1,active_research,,,true,,true,,false
mat:fese0.93s0.07,FeSe0.93S0.07,,iron_based,,44,"single_crystal, ARPES, arXiv:1508.05848, confirmed by 2 papers",,2015,4,active_research,,,,,true,,false
mat:srx(nh3)fe2se2,Srx(NH3)Fe2Se2,,hydride,,44,"powder, susceptibility, arXiv:1509.06455",44,2015,1,active_research,,,true,,,,false
mat:bi2.1sr1.9ca1-xyxcu2o8,Bi2.1Sr1.9Ca1-xYxCu2O8+y,,cuprate,,44,"ambient, arXiv:cond-mat/0209126",44,2002,1,active_research,,2212,true,,true,,false
mat:cefeaso0.65f0.35,CeFeAsO0.65F0.35,,iron_based,,44,"ambient, polycrystal, resistivity, arXiv:1703.10270",44,2017,1,active_research,,,true,,true,,false
mat:srb3c3,SrB3C3,,,,44,"arXiv:2512.05497, confirmed by 2 papers",44,2021,2,active_research,,,true,,,,false
mat:k0.3fe2se2,K0.3Fe2Se2,,iron_based,,44,arXiv:1302.7178,44,2013,1,active_research,,,true,,true,,false
mat:li0.9fe2se2(nh3)0.5,Li0.9Fe2Se2(NH3)0.5,,hydride,,44,"ambient, polycrystal, susceptibility, arXiv:1205.5731",44,2012,1,active_research,,,true,,,,false
mat:ca0.84la0.16fe(as0.995p0.005)2,Ca0.84La0.16Fe(As0.995P0.005)2,,iron_based,,44,"single_crystal, resistivity, arXiv:1311.1269",44,2013,1,active_research,,,true,,true,,false
mat:k0.3fe2se2(nh3)0.47,K0.3Fe2Se2(NH3)0.47,,hydride,,44,arXiv:1302.7178,44,2013,1,active_research,,,true,,,,false
mat:ca0.73la0.27fe2as2,Ca0.73La0.27Fe2As2,,iron_based,,44,"P=2 GPa, single_crystal, resistivity, arXiv:1107.0689",31,2011,1,active_research,,,true,,true,,false
mat:ca0.85la0.15fe(as0.99sb0.01)2,Ca0.85La0.15Fe(As0.99Sb0.01)2,,iron_based,,44,"single_crystal, resistivity, arXiv:1311.1269",44,2013,1,active_research,,,true,,true,,false
mat:ca0.9la0.1fe2as2,Ca0.9La0.1Fe2As2,,iron_based,,44,"P=1.2 GPa, single_crystal, resistivity, arXiv:1309.3576",8,2013,1,active_research,,,true,,true,,false
mat:gdfeaso0.8f0.2,GdFeAsO0.8F0.2,,iron_based,,43.900001525878906,"ambient, resistivity, arXiv:0808.0289",43.900001525878906,2008,1,active_research,,,true,,true,,false
"mat:ca6(sc,ti)5fe2as2oy","Ca6(Sc,Ti)5Fe2As2Oy",,iron_based,,43.900001525878906,"P=1 GPa, polycrystal, resistivity, arXiv:1009.5491",43.29999923706055,2010,1,active_research,,,true,,true,,false
mat:al2mnh6,Al2MnH6,,hydride,,43.900001525878906,"ambient, arXiv:2403.13496",43.900001525878906,2024,1,active_research,,,true,,,,false
mat:be-pballoy,Be-Pballoy,,,,43.79999923706055,arXiv:1905.01367,43.79999923706055,2019,1,active_research,,,true,,,,false
mat:al2tch6,Al2TcH6,,hydride,,43.099998474121094,"ambient, arXiv:2403.13496",43.099998474121094,2024,1,active_research,,,true,,,,false
mat:nd0.2la2.8ni2o7,Nd0.2La2.8Ni2O7,,nickelate,,43,"P=20 GPa, resistivity, arXiv:2604.13875",,2026,1,active_research,,,false,,true,,false
mat:la0.1sr0.9cuo2,La0.1Sr0.9CuO2,,cuprate,,43,"ambient, susceptibility, arXiv:cond-mat/0408100, confirmed by 2 papers",43,2004,3,active_research,s-wave,infinite_layer,true,,true,,true
mat:sr0.9sm0.1cuo2,Sr0.9Sm0.1CuO2,,cuprate,,43,"ambient, susceptibility, arXiv:cond-mat/0104352",43,2001,1,active_research,,infinite_layer,true,,true,,false
mat:sr0.9gd0.1cuo2,Sr0.9Gd0.1CuO2,,cuprate,,43,"ambient, susceptibility, arXiv:cond-mat/0104352, confirmed by 2 papers",43,2001,3,active_research,,infinite_layer,true,,true,,false
mat:la1.85sr0.15cuo4/sr2iro4multilayer,La1.85Sr0.15CuO4/Sr2IrO4multilayer,,cuprate,,43,"thin_film, resistivity, arXiv:2107.13283",43,2021,1,active_research,,cuprate_214,true,,true,,false
mat:la2cuo4.11,La2CuO4.11,,cuprate,,43,"ambient, single_crystal, specific_heat, arXiv:cond-mat/0309362, confirmed by 4 papers",43,2001,5,active_research,,,true,,true,true,true
mat:rusr2(gd0.75ce0.25)2cu2o10,RuSr2(Gd0.75Ce0.25)2Cu2O10,,cuprate,,43,"ambient, susceptibility, arXiv:cond-mat/0209375",43,2002,3,active_research,,1222,true,,true,,false
mat:ca1-xrexfe2as2,Ca1-xRexFe2As2,,iron_based,,43,"single_crystal, resistivity, arXiv:1106.4208",43,2011,1,active_research,,122,true,,true,,false
mat:li0.6(nh2)0.2(nh3)0.8fe2se2,Li0.6(NH2)0.2(NH3)0.8Fe2Se2,,hydride,,43,"ambient, powder, susceptibility, arXiv:1203.5046",43,2012,1,active_research,,,true,,,,false
mat:la2cuo4,La2CuO4+δ,,cuprate,,43,"single_crystal, magnetization, arXiv:1908.09546, confirmed by 2 papers",43,1995,34,active_research,d-wave,cuprate_214,true,true,true,true,true
mat:ca1-xcexfe(as1-ysby)2,Ca1-xCexFe(As1-ySby)2,,iron_based,,43,"single_crystal, susceptibility, arXiv:1408.4197",43,2014,1,active_research,,,true,,true,,false
mat:ca1-xprxfe(as1-ysby)2,Ca1-xPrxFe(As1-ySby)2,,iron_based,,43,"single_crystal, susceptibility, arXiv:1408.4197",43,2014,1,active_research,,,true,,true,,false
mat:ge3h11,Ge3H11,,,,43,arXiv:1701.05600,,2017,1,active_research,,,false,,,,false
"mat:(fe2as2)(sr4(mg,ti)2o6)","(Fe2As2)(Sr4(Mg,Ti)2O6)",,iron_based,,43,"resistivity, arXiv:0912.1840",35,2009,1,active_research,,,true,,true,,false
mat:ca0.81la0.19fe2as2,Ca0.81La0.19Fe2As2,,iron_based,,43,"single_crystal, resistivity, arXiv:1202.3589",43,2012,1,active_research,,122,true,,true,,false
mat:ca1-xndxfe(as1-ysby)2,Ca1-xNdxFe(As1-ySby)2,,iron_based,,43,"single_crystal, susceptibility, arXiv:1408.4197",43,2014,1,active_research,,,true,,true,,false
mat:(tma)0.5fe2se2,(TMA)0.5Fe2Se2,,iron_based,,43,"polycrystal, arXiv:2012.01225",43,2020,1,active_research,,,true,,true,,false
mat:li0.15(c3h10n2)0.32fese,Li0.15(C3H10N2)0.32FeSe,,iron_based,,43,"resistivity, arXiv:1901.02580",43,2019,1,active_research,,,true,,true,true,false
mat:(li0.797(5)fe0.205(5))oh(fe0.915(4)li0.085(4))se,(Li0.797(5)Fe0.205(5))OH(Fe0.915(4)Li0.085(4))Se,,iron_based,,43,"polycrystal, resistivity, arXiv:1409.3982",43,2014,1,active_research,,,true,,true,,false
mat:lifeo2fe2se2,LiFeO2Fe2Se2,,iron_based,,43,arXiv:1309.3833,,2013,1,active_research,,,,,true,,false
mat:yh3,YH3,,hydride,,43,"P=120 GPa, arXiv:1708.08870",,2017,1,active_research,,,,,,,false
mat:nd0.1la2.9ni2o7,Nd0.1La2.9Ni2O7,,nickelate,,43,"P=20 GPa, resistivity, arXiv:2604.13875",,2026,1,active_research,,,false,,true,,false
mat:prfeaso,PrFeAsO,,iron_based,,43,"polycrystal, resistivity, arXiv:0807.4441",43,2008,1,active_research,,,true,,true,,false
"mat:(li,fe)ohfese","(Li,Fe)OHFeSe",,iron_based,,43,"thin_film, resistivity, arXiv:1808.06051, confirmed by 4 papers",41,2018,7,active_research,,,true,true,true,true,true
mat:k-dopedp-terphenyl,K-dopedp-terphenyl,,,,43,arXiv:1703.05804,43,2017,1,active_research,,,true,,true,,false
mat:lix(c3h10n2)0.32fese,Lix(C3H10N2)0.32FeSe,,iron_based,,43,"resistivity, arXiv:1901.02580",43,2019,1,active_research,,,true,,true,true,false
mat:lix(nd2)y(nd3)1-yfe2se2,Lix(ND2)y(ND3)1-yFe2Se2,,iron_based,,43,"polycrystal, neutron, arXiv:1305.4898",,2013,1,active_research,,,,,true,,false
mat:smfe0.95ru0.05aso0.85f0.15,SmFe0.95Ru0.05AsO0.85F0.15,,iron_based,,43,"powder, resistivity, arXiv:1304.7416, confirmed by 2 papers",43,2013,2,active_research,,,true,,true,,false
mat:rusr2gd1.5ce0.5cu2o10,RuSr2Gd1.5Ce0.5Cu2O10,,cuprate,,43,"ambient, polycrystal, resistivity, arXiv:cond-mat/0211644, confirmed by 2 papers",43,2002,5,active_research,,,true,,true,,true
mat:sr0.9la0.1cuo2,Sr0.9La0.1CuO2,,cuprate,,43,"ambient, polycrystal, susceptibility, arXiv:cond-mat/0010304, confirmed by 15 papers",43,2000,22,active_research,s-wave,infinite_layer,true,,true,,false
mat:sr2(mg0.3ti0.7)feaso3,Sr2(Mg0.3Ti0.7)FeAsO3,,iron_based,,42.70000076293945,"P=4 GPa, polycrystal, resistivity, arXiv:1009.5491",36.70000076293945,2010,1,active_research,,,true,,true,,false
"mat:(ca,la)fe2as2","(Ca,La)Fe2As2",,iron_based,,42.70000076293945,"single_crystal, resistivity, arXiv:1106.1837",42.70000076293945,2011,1,active_research,,,true,,true,,false
"mat:ca5(sc,ti)4fe2as2oy","Ca5(Sc,Ti)4Fe2As2Oy",,iron_based,,42.70000076293945,"P=3 GPa, polycrystal, resistivity, arXiv:1009.5491",41.29999923706055,2010,1,active_research,,,true,,true,,false
mat:hse,HSe,,,,42.650001525878906,"P=300 GPa, arXiv:2004.08942",,2015,2,active_research,,,false,,true,,false
mat:ca0.9la0.1feas2,Ca0.9La0.1FeAs2,,iron_based,,42.599998474121094,"single_crystal, resistivity, arXiv:1411.5525",42.599998474121094,2014,1,active_research,,,true,,true,,false
mat:ceo0.8f0.2feas,CeO0.8F0.2FeAs,,iron_based,,42.5,arXiv:0812.4520,42.5,2008,1,active_research,,,true,,true,,false
mat:cs3c60,Cs3C60,,fulleride,,42.5,"arXiv:2307.04637, confirmed by 4 papers",21,1996,7,active_research,s-wave,,true,,true,,true
mat:na2gacuh6,Na2GaCuH6,,hydride,,42.040000915527344,"ambient, arXiv:2511.11284",42.040000915527344,2025,1,active_research,,,true,,,,false
mat:la1.85sr0.15cuo4,La1.85Sr0.15CuO4,,cuprate,,42,"ambient, single_crystal, resistivity, arXiv:cond-mat/0010174, confirmed by 3 papers",42,1997,61,active_research,d-wave,cuprate_214,true,,true,true,false
mat:(li1-xfex)ohfese,(Li1-xFex)OHFeSe,,iron_based,,42,"thin_film, susceptibility, arXiv:2011.10135, confirmed by 3 papers",42,2014,5,active_research,,,true,,true,true,true
mat:smfeaso0.9h0.10,SmFeAsO0.9H0.10,,iron_based,,42,"single_crystal, resistivity, arXiv:1709.03049",,2017,1,active_research,,,,,true,,false
mat:a-cs,a-CS,,,,42,"powder, susceptibility, arXiv:1311.2767",42,2013,1,active_research,,,true,,,,false
mat:sr0.90la0.10cuo2,Sr0.90La0.10CuO2,,cuprate,,42,"powder, susceptibility, arXiv:0710.0773",42,2007,1,active_research,,,true,,true,,false
mat:lix(c18h39n)yfe1-zse,Lix(C18H39N)yFe1-zSe,,iron_based,,42,arXiv:2012.08145,,2020,1,active_research,,,,,true,,false
mat:li(nh3)xfese,Li(NH3)xFeSe,,hydride,,42,arXiv:1511.04393,42,2015,1,active_research,,,true,,,,false
mat:sr0.85la0.15cuo2,Sr0.85La0.15CuO2,,cuprate,,42,"powder, susceptibility, arXiv:0710.0773, confirmed by 2 papers",42,2007,2,active_research,,infinite_layer,true,,true,false,false
mat:sr0.875la0.125cuo2,Sr0.875La0.125CuO2,,cuprate,,42,"powder, susceptibility, arXiv:0710.0773",42,2007,1,active_research,,,true,,true,,false
mat:smo0.85f0.15feas,SmO0.85F0.15FeAs,,iron_based,,42,"polycrystal, resistivity, arXiv:0806.0078, confirmed by 2 papers",,2008,2,active_research,,,,,true,,false
mat:nbh3,NbH3,,hydride,,42,"P=187 GPa, polycrystal, resistivity, arXiv:2408.05726",,2024,1,active_research,,,false,,,,false
mat:la3srxni2o7,La3-xSrxNi2O7,,nickelate,,42,"thin_film, resistivity, arXiv:2505.12603",,2025,1,active_research,,,,,,true,false
mat:li0.84fe0.16ohfe0.98se,Li0.84Fe0.16OHFe0.98Se,,iron_based,,42,"single_crystal, ARPES, arXiv:1505.06361",,2015,1,active_research,,,,,true,,false
mat:pr0.45y0.55ba2cu3o7,Pr0.45Y0.55Ba2Cu3O7-δ,,cuprate,,42,"single_crystal, susceptibility, arXiv:2512.16423",,2025,1,active_research,,,,,true,,false
mat:hg2sr2ycu2o8,Hg2Sr2YCu2O8-d,,cuprate,,42,"ambient, powder, susceptibility, arXiv:cond-mat/0207395, confirmed by 3 papers",42,2002,3,active_research,,2212,true,,true,,false
mat:la2cuo4.12,La2CuO4.12,,cuprate,,42,"ambient, neutron, arXiv:cond-mat/0010340",42,2000,1,active_research,,cuprate,true,,true,,true
mat:layfeaso,LaYFeAsO,,iron_based,,42,arXiv:2601.06083,,2025,1,active_research,,,,,,,false
mat:lix(c6h15n)yfe1-zse,Lix(C6H15N)yFe1-zSe,,iron_based,,42,arXiv:2012.08145,,2020,1,active_research,,,,,true,,false
mat:y0.9ca0.1ba2cu3o6.3,Y0.9Ca0.1Ba2Cu3O6.3,,cuprate,,42,"ambient, polycrystal, resistivity, arXiv:cond-mat/0403230",42,2004,1,active_research,,cuprate_123,true,,true,,false
mat:tbfeaso0.85,TbFeAsO0.85,,iron_based,,42,"polycrystal, resistivity, arXiv:0808.1948",42,2008,1,active_research,,,true,,true,,false
mat:prfeaso0.7,PrFeAsO0.7,,iron_based,,42,"single_crystal, arXiv:0910.1423",,2009,1,active_research,,,,,true,,false
mat:(li0.84fe0.16)ohfe0.98se,(Li0.84Fe0.16)OHFe0.98Se,,iron_based,,42,"single_crystal, resistivity, arXiv:1502.04688",42,2015,2,active_research,,,true,,true,true,false
mat:lix(c8h19n)yfe1-zse,Lix(C8H19N)yFe1-zSe,,iron_based,,42,arXiv:2012.08145,,2020,1,active_research,,,,,true,,false
mat:(li1fex)ohfese,(Li1-xFex)OHFeSe,,iron_based,,42,"thin_film, susceptibility, arXiv:2011.10135, confirmed by 2 papers",42,2017,2,active_research,,,true,,,true,false
mat:k0.75fe1.75se2,K0.75Fe1.75Se2,,iron_based,,42,"single_crystal, resistivity, arXiv:1102.1381",42,2011,1,active_research,,,true,,true,,true
mat:li0.6(nh2)0.2(nh3)0.8fe0.99v0.01se,Li0.6(NH2)0.2(NH3)0.8Fe0.99V0.01Se,,hydride,,41.70000076293945,"powder, muSR, arXiv:2004.03625",41.70000076293945,2020,1,active_research,,,true,,,,false
mat:li0.6(nh2)0.2(nh3)0.8fe0.995v0.005se,Li0.6(NH2)0.2(NH3)0.8Fe0.995V0.005Se,,hydride,,41.099998474121094,"powder, muSR, arXiv:2004.03625",41.099998474121094,2020,1,active_research,,,true,,,,false
mat:li0.8fe0.2odfese,Li0.8Fe0.2ODFeSe,,iron_based,,41,"single_crystal, neutron, arXiv:1608.01204, confirmed by 2 papers",39,2016,2,active_research,,,true,,true,,false
mat:la1.84sr0.16cuo4,La1.84Sr0.16CuO4,,cuprate,,41,"thin_film, resistivity, arXiv:2306.15650, confirmed by 3 papers",41,2004,12,active_research,d-wave,cuprate_214,true,,true,,false
mat:mgb1.8c0.2,MgB1.8C0.2,,mgb2,,41,"ambient, pellets, resistivity, arXiv:cond-mat/0103169, confirmed by 2 papers",41,2001,2,active_research,,,true,,false,,false
mat:prfeaso0.87f0.13,PrFeAsO0.87F0.13,,iron_based,,41,"powder, susceptibility, arXiv:1106.0047",41,2011,1,active_research,,,true,,true,,false
mat:ndbacacu3o7,NdBaCaCu3O7-d,,cuprate,,41,"ambient, polycrystal, resistivity, arXiv:cond-mat/0311565",41,2003,1,active_research,,1113,true,,true,,false
mat:hg2(ba0.75sr0.25)2(y0.80ca0.20)cu2o8,Hg2(Ba0.75Sr0.25)2(Y0.80Ca0.20)Cu2O8-d,,cuprate,,41,"P=3.5 GPa, polycrystal, susceptibility, arXiv:cond-mat/0304373",,2003,1,active_research,,2212,false,,true,,false
mat:ca5(sc0.5ti0.5)4fe2as2o11,Ca5(Sc0.5Ti0.5)4Fe2As2O11-y,,iron_based,,41,"polycrystal, resistivity, arXiv:1210.5914",41,2012,1,active_research,,n=4 perovskite-type,true,,true,,false
mat:ca0.8la0.2(fe0.973ru0.027)2as2,Ca0.8La0.2(Fe0.973Ru0.027)2As2,,iron_based,,41,"single_crystal, arXiv:1510.03646",41,2015,1,active_research,,,true,,true,,false
mat:feb4,FeB4,,,,41,"arXiv:1801.04421, confirmed by 2 papers",41,2011,2,active_research,,,true,,false,,false
mat:lix(c6h16n2)yfe2-zse2,Lix(C6H16N2)yFe2-zSe2,,iron_based,,41,"arXiv:1604.03262, confirmed by 2 papers",41,2015,2,active_research,,,true,,true,,false
mat:yba2(cu1-xlix)3o6.6,YBa2(Cu1-xLix)3O6.6,,cuprate,,41,"ambient, susceptibility, arXiv:cond-mat/0201288",41,2002,1,active_research,d-wave,cuprate_123,true,,true,,true
mat:ceo0.84f0.16feas,CeO0.84F0.16FeAs,,iron_based,,41,"polycrystal, resistivity, arXiv:0803.3790, confirmed by 2 papers",41,2008,2,active_research,,,true,,true,,false
mat:lix(c6h16n2)yfe2se2,Lix(C6H16N2)yFe2-zSe2,,iron_based,,41,arXiv:1604.03262,41,2016,1,active_research,,,true,,,,false
mat:li0.6(nh2)0.2(nh3)0.8fe0.98v0.02se,Li0.6(NH2)0.2(NH3)0.8Fe0.98V0.02Se,,hydride,,40.70000076293945,"powder, muSR, arXiv:2004.03625",40.70000076293945,2020,1,active_research,,,true,,,,false
mat:mg10b2,Mg^10B2,,mgb2,,40.20000076293945,"ambient, polycrystal, susceptibility, arXiv:cond-mat/0101463, confirmed by 5 papers",40.20000076293945,2001,7,active_research,,,true,true,false,false,false
mat:la0.5y0.5feaso0.85f0.15,La0.5Y0.5FeAsO0.85F0.15,,iron_based,,40.20000076293945,arXiv:0903.1825,40.20000076293945,2009,1,active_research,,1111,true,,true,,false
mat:mg¹⁰b₂,Mg¹⁰B₂,,,,40.20000076293945,"polycrystal, susceptibility, arXiv:cond-mat/0508191",40.20000076293945,2005,1,active_research,,,true,,true,,false
"mat:(fe,al)(oh)2fese1.2","(Fe,Al)(OH)2FeSe1.2",,iron_based,,40,"powder, arXiv:2101.10641",40,2021,1,active_research,,,true,,true,,false
mat:ln2-xsrxcuo4,Ln2-xSrxCuO4,,cuprate,,40,"ambient, arXiv:cond-mat/0008406",40,2000,1,active_research,,,true,,true,true,false
"mat:la2(ba,sr)xcuo4","La2-x(Ba,Sr)xCuO4-δ",,cuprate,,40,"ambient, polycrystal, arXiv:cond-mat/0309671",40,2003,1,active_research,,cuprate_214,true,,true,,false
mat:tio2/fese/sto,TiO2/FeSe/STO,,iron_based,,40,"ambient, thin_film, resistivity, arXiv:2509.23591",40,2025,1,active_research,,,true,,true,true,false
"mat:(ba,k)fe2as2","(Ba,K)Fe2As2",,iron_based,,40,"thin_film, resistivity, arXiv:1004.4751, confirmed by 4 papers",38,2008,13,active_research,,,true,,true,true,true
mat:ceo0.88f0.12feas,CeO0.88F0.12FeAs,,iron_based,,40,"polycrystal, resistivity, arXiv:0803.3790",40,2008,2,active_research,,,true,,true,,false
mat:(nd1-yre'y)1-xeuxnio2,(Nd1-yRE'y)1-xEuxNiO2,,nickelate,,40,arXiv:2511.22026,40,2025,1,active_research,,infinite_layer,true,,true,,false
mat:(cacuo2)n/(srtio3)m,(CaCuO2)n/(SrTiO3)m,,cuprate,,40,"thin_film, resistivity, arXiv:1107.2239",40,2011,1,active_research,,,true,,true,true,false
mat:cosr2(y0.7ca0.3)cu2o7,CoSr2(Y0.7Ca0.3)Cu2O7+d,,cuprate,,40,"ambient, arXiv:cond-mat/0305198",40,2003,1,active_research,,1212,true,,true,,false
mat:smnio2,SmNiO2,,nickelate,,40,"arXiv:2512.20529, confirmed by 2 papers",20,2025,2,active_research,d-wave,infinite_layer,true,,true,,false
mat:fese0.89s0.11,FeSe0.89S0.11,,iron_based,,40,"P=6 GPa, single_crystal, resistivity, arXiv:2212.06824, confirmed by 3 papers",10,2020,4,active_research,,,true,,true,true,false
mat:(li0.8fe0.2)ohfese,(Li0.8Fe0.2)OHFeSe,,iron_based,,40,"single_crystal, ARPES, arXiv:1506.02825, confirmed by 2 papers",,2014,3,active_research,,,,,true,,false
mat:ca(1)nd(x)fe2as2,Ca(1-x)Nd(x)Fe2As2,,iron_based,,40,"single_crystal, resistivity, arXiv:1408.2310",40,2014,1,active_research,,,true,,true,,false
mat:nb2ccl2,Nb2CCl2,,,,40,"arXiv:2208.13678, confirmed by 2 papers",8.199999809265137,2022,2,active_research,,,true,,false,true,false
mat:sr2vo2.9feas,Sr2VO2.9FeAs,,iron_based,,40,"ambient, polycrystal, resistivity, arXiv:0910.1537",40,2009,1,active_research,,,true,,true,,false
"mat:(tl,k)fexse2","(Tl,K)FexSe2",,iron_based,,40,"single_crystal, arXiv:1012.5236",40,2010,2,active_research,,,true,,true,,true
mat:cefeaso1-xfx,CeFeAsO1-xFx,,iron_based,,40,"resistivity, arXiv:0808.0296, confirmed by 4 papers",38,2008,5,active_research,,1111,true,,true,,true
mat:(pb)bi2201,(Pb)Bi2201,,cuprate,,40,"single_crystal, susceptibility, arXiv:0707.1755",40,2007,1,active_research,,2201,true,,true,true,false
mat:a3c60,A3C60,,fulleride,,40,arXiv:cond-mat/0406685,40,2002,2,active_research,,,true,,,,false
mat:agalo2,AgAlO2,,,,40,arXiv:1208.4426,40,2012,1,active_research,,delafossite,true,,,,false
mat:li1.8fe2se2(nh3)[li(nh2)]0.5,Li1.8Fe2Se2(NH3)[Li(NH2)]0.5,,hydride,,40,"ambient, polycrystal, susceptibility, arXiv:1205.5731",40,2012,1,active_research,,,true,,,,false
mat:li1-xfex(oh)fe1-yse,Li1-xFex(OH)Fe1-ySe,,iron_based,,40,"powder, susceptibility, arXiv:1704.01492, confirmed by 2 papers",40,2014,2,active_research,,,true,,true,true,false
mat:me3c60,Me3C60,,fulleride,,40,"ambient, arXiv:cond-mat/0311265",40,2003,1,active_research,,,true,,,,false
mat:gdsr2ru0.8cu2.2o8,GdSr2Ru0.8Cu2.2O8,,cuprate,,40,"ambient, polycrystal, resistivity, arXiv:cond-mat/0303287",40,2003,1,active_research,,,true,,true,,false
mat:mg3tih12,Mg3TiH12,,hydride,,40,"P=300 GPa, arXiv:2602.07427",,2026,1,active_research,,,,,,,false
mat:la(1)srxcuo2.5,La(1-x)SrxCuO2.5,,cuprate,,40,"ambient, arXiv:cond-mat/9812211",40,1998,1,active_research,d-wave,cuprate_ladder,true,,true,,false
mat:(me3)c60,(Me3)C60,,fulleride,,40,"ambient, arXiv:cond-mat/0103099",40,2001,1,active_research,,,true,,,,false
"mat:rusr2(gd,ce)2cu2o10","RuSr2(Gd,Ce)2Cu2O10+delta",,cuprate,,40,"ambient, polycrystal, susceptibility, arXiv:cond-mat/0205487",40,2002,1,active_research,,,true,false,false,false,false
mat:rusr2eu1.2ce0.8cu2o10,RuSr2Eu1.2Ce0.8Cu2O10,,cuprate,,40,"polycrystal, arXiv:cond-mat/0612340",40,2006,1,active_research,,,true,,true,,false
mat:li(x)[c5h5n](y)fe(2)se2,Li(x)[C5H5N](y)Fe(2-z)Se2,,iron_based,,40,arXiv:1506.03390,,2015,1,active_research,,,,,true,,false
mat:lafeaso1-xfx,LaFeAsO1-xFx,,iron_based,,40,"polycrystal, resistivity, arXiv:1507.01750, confirmed by 2 papers",30,2008,17,active_research,,1111,true,,true,true,false
mat:renio2,ReNiO2,,nickelate,,40,"ambient, arXiv:2603.22662",40,2026,1,active_research,,infinite_layer,true,,,,false
mat:la1.91sr0.09cuo(4),La1.91Sr0.09CuO(4+y),,cuprate,,40,"single_crystal, susceptibility, arXiv:0904.0095",,2009,1,active_research,,cuprate_214,,,true,,true
mat:sr0.86nd0.14cuo2,Sr0.86Nd0.14CuO2,,cuprate,,40,"ambient, arXiv:cond-mat/0312015, confirmed by 2 papers",40,2003,2,active_research,,cuprate_123,true,,,,false
